decision_id,rec_id,date,symbol,checklist_version,checklist_id,result,evidence,notes
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-POL-01,pass,"A股上市公司，属于允许研究范围。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-COMP-01,pass,"业务可解释为光纤光缆、海缆、智能电网、储能和数字经济相关产品。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-BUS-01,pass,"公司具备棒纤缆一体化、高端海缆和电网客户基础，官网与年报显示海洋装备、智能电网、信息通信均有技术和项目积累。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-FIN-01,unknown,"2026Q1收入和利润高增，但经营现金流为负，应收账款和存货增加，利润质量仍需Q2验证。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-VAL-01,fail,"当前TTM PE约50.2倍、PB约4.2倍，高于Investing.com列示同业均值；年化Q1后也不算低估。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-RISK-01,fail,"失败路径包括涨价周期回落、订单交付不及预期、现金流恶化、融资盘去杠杆和估值压缩。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-BIAS-01,fail,"股价从高点快速下跌容易制造便宜了的锚定偏差，但当前尚未形成稳定买点。",""
DEC-20260708-600522.SH-001,REC-20260708-600522.SH-001,2026-07-08,600522.SH,master-investment-checklist,WB-REV-04,pass,"已写入recommendations.csv，设置进入批量复盘。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-POL-01,pass,"A股上市公司，属于允许研究范围。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-COMP-01,pass,"业务可解释为新能源汽车、动力电池、储能、电子部件、海外制造与销售网络。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-BUS-01,pass,"规模、垂直整合、研发投入、品牌矩阵、海外渠道和电池技术构成优势。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-FIN-01,fail,"2026Q1收入、归母净利润和经营现金流同比明显下滑。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-VAL-01,unknown,"用2025利润看估值不贵；用2026Q1年化利润看估值偏贵，关键取决于中报修复。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-RISK-01,pass,"失败路径明确：价格战、销量恢复不带利润、现金流承压、海外壁垒、产品结构改善不足。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-BIAS-01,pass,"明确避免因为龙头品牌、股价回撤或券商目标价而提前升级。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-BIAS-05,fail,"机会成本存在：如果7月销量和中报快速改善，完全等待可能错过86-95元区间修复。",""
DEC-20260709-002594.SZ-001,REC-20260709-002594.SZ-001,2026-07-09,002594.SZ,master-investment-checklist,WB-REV-04,pass,"已创建新决策并更新recommendations.csv，纳入批量复盘。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-POL-01,pass,"美股上市公司，属于允许研究范围。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-COMP-01,pass,"可解释为定制AI芯片、网络芯片、企业软件和基础设施软件平台。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-BUS-01,pass,"大客户定制ASIC、网络芯片和VMware软件生态形成规模与转换成本。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-FIN-01,pass,"2026财年二季度收入、净利润和调整后EBITDA均强。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-VAL-01,fail,"估值和预期已嵌入大量AI乐观假设。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-RISK-01,fail,"最大风险是组合集中度和AI交易拥挤。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-BIAS-01,pass,"明确避免因浮盈和强势新闻继续加仓赢家。",""
DEC-20260709-AVGO.US-001,REC-20260709-AVGO.US-001,2026-07-09,AVGO.US,master-investment-checklist,WB-REV-04,pass,"已写入recommendations.csv，纳入批量复盘。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-POL-01,pass,"美股上市公司，属于允许研究范围。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-COMP-01,pass,"可解释为保险、实业、能源、铁路和证券投资组合。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-BUS-01,pass,"保险浮存金、品牌、规模和资本配置历史构成长期优势。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-FIN-01,pass,"2026Q1经营利润113.46亿美元，经营现金流104.38亿美元，保险及其他板块现金和美国短期国库券约3907亿美元。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-VAL-01,pass,"按496.03美元和2026Q1账面价值估算约1.47倍PB，不是深度低估，但相对质量、防御性和Morningstar 510美元B股公允价值估计仍可接受。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-RISK-01,pass,"主要失败路径清晰，且与当前AI集中仓位相关性较低。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-BIAS-01,pass,"不是追逐热门叙事，而是补组合短板。",""
DEC-20260709-BRK.B.US-001,REC-20260709-BRK.B.US-001,2026-07-09,BRK.B.US,master-investment-checklist,WB-REV-04,pass,"已写入recommendations.csv，纳入批量复盘。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-POL-01,pass,"美股上市公司，属于允许研究范围。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-COMP-01,pass,"可解释为云、企业软件、生产力工具、开发者平台和AI服务。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-BUS-01,pass,"企业客户黏性、生态、开发者平台和云规模优势强。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-FIN-01,pass,"FY2026 Q3经营利润和利润率仍强。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-VAL-01,pass,"相对增长和质量，当前估值比多数AI芯片叙事更可接受。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-RISK-01,pass,"主要风险集中在AI capex回报、Azure增速和监管。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-BIAS-01,pass,"加仓理由来自质量和估值回撤，不是摊低成本本身。",""
DEC-20260709-MSFT.US-001,REC-20260709-MSFT.US-001,2026-07-09,MSFT.US,master-investment-checklist,WB-REV-04,pass,"已写入recommendations.csv，纳入批量复盘。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-POL-01,pass,"美股上市公司，属于允许研究范围。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-COMP-01,pass,"可解释为搜索广告、YouTube、云和AI平台。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-BUS-01,pass,"搜索分发、广告网络、数据、云基础设施和AI模型形成规模优势。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-FIN-01,pass,"2026Q1收入双位数增长，服务业务仍强。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-VAL-01,unknown,"成长强但估值不低，关键取决于Q2对AI搜索和capex的验证。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-RISK-01,pass,"主要失败路径已列出，且可通过财报触发复核。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-BIAS-01,pass,"小仓是为控制财报前不确定性，不是追逐热门AI叙事。",""
DEC-20260709-GOOGL.US-001,REC-20260709-GOOGL.US-001,2026-07-09,GOOGL.US,master-investment-checklist,WB-REV-04,pass,"已写入recommendations.csv，纳入批量复盘。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-POL-01,pass,"Nasdaq普通股，在允许范围内。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-COMP-01,pass,"晶圆级芯片、系统与云算力业务可解释。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-BUS-01,unknown,"技术差异化尚未跨周期验证。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-FIN-01,fail,"高增长但持续盈利能力不足。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-VAL-01,fail,"估值对远期执行要求很高。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-RISK-01,fail,"客户集中、资本承诺、稀释与解禁风险高。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-BIAS-01,pass,"未把OpenAI或欧洲公告直接等同于买点。",""
DEC-20260710-CBRS.US-001,REC-20260710-CBRS.US-001,2026-07-10,CBRS.US,master-investment-checklist,WB-REV-04,pass,"已写入批量复盘与推荐索引。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-POL-01,pass,"A股普通股，在允许范围内。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-COMP-01,pass,"主业与机器人液冷相邻业务可解释。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-BUS-01,pass,"热管理与控制零部件主业有规模和客户基础。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-FIN-01,pass,"既有财务质量较好，但中报尚未更新。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-VAL-01,fail,"安全边际仍不充分。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-RISK-01,fail,"订单、估值和题材拥挤风险未解。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-BIAS-01,pass,"未把盘中触及阈值当成买点。",""
DEC-20260710-002050.SZ-001,REC-20260710-002050.SZ-001,2026-07-10,002050.SZ,master-investment-checklist,WB-REV-04,pass,"已写入批量复盘与推荐索引。",""
DEC-20260710-601689.SH-001,REC-20260710-601689.SH-001,2026-07-10,601689.SH,master-investment-checklist,WB-POL-01,pass,"A股普通股，在允许范围内。",""
DEC-20260710-601689.SH-001,REC-20260710-601689.SH-001,2026-07-10,601689.SH,master-investment-checklist,WB-COMP-01,pass,"平台型汽车零部件业务可解释。",""
